Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Pechincha;1;1;0;54;1200.0;347.0;
Apartamento;Botafogo;2;0;0;75;2200.0;480.0;89.0
Apartamento;Botafogo;2;1;1;80;4310.0;1140.0;198.0
Apartamento;Barra da Tijuca;2;1;2;100;14000.0;;
Apartamento;Tijuca;3;1;0;94;2000.0;695.0;96.0
Apartamento;Gávea;3;1;0;89;3250.0;1020.0;315.0
Apartamento;Estácio;1;0;0;40;1500.0;200.0;15.0
Apartamento;Maracanã;2;0;1;90;3000.0;463.0;48.0
Apartamento;Barra da Tijuca;2;2;2;100;7000.0;2764.0;385.0
Conjunto Comercial/Sala;Cachambi;0;0;0;70;2990.0;;196.0
Apartamento;Tanque;3;1;1;70;1700.0;380.0;70.0
Apartamento;Campo Grande;2;1;0;47;800.0;;
Apartamento;Copacabana;2;0;0;68;2000.0;548.0;92.0
Conjunto Comercial/Sala;Gávea;0;1;0;78;10000.0;3200.0;110.0
Loja/Salão;Tijuca;0;0;0;64;3000.0;4500.0;
Apartamento;Pechincha;2;1;1;60;1300.0;470.0;
Apartamento;Flamengo;1;1;0;53;2300.0;485.0;56.0
Apartamento;São Cristóvão;3;1;1;70;2300.0;632.0;17.0
Apartamento;Andaraí;2;0;0;65;1000.0;424.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;780.0;
Apartamento;Méier;3;1;1;85;1700.0;800.0;131.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;86;1400.0;2798.0;456.0
Apartamento;Tijuca;2;1;1;68;1900.0;602.0;132.0
Flat;Barra da Tijuca;1;1;0;50;4500.0;2000.0;300.0
Apartamento;Vila da Penha;3;1;1;73;1800.0;450.0;
Apartamento;Vila Isabel;2;1;0;75;1390.0;750.0;41.0
Apartamento;Méier;2;1;0;60;1350.0;598.0;39.0
Apartamento;Humaitá;1;0;0;41;2200.0;343.0;24.0
Apartamento;Jardim Carioca;2;1;1;85;2100.0;500.0;1325.0
Flat;Recreio dos Bandeirantes;1;1;1;46;3000.0;900.0;220.0
Apartamento;Humaitá;2;0;0;79;2600.0;718.0;79.0
Loja/Salão;Praça da Bandeira;0;0;0;43;2000.0;;
Apartamento;Ipanema;2;0;0;60;3000.0;734.0;
Apartamento;Copacabana;3;0;0;100;4000.0;1000.0;
Apartamento;Pilares;3;0;0;65;1200.0;165.0;20.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;100;4000.0;1500.0;1400.0
Apartamento;Tijuca;1;0;0;45;1200.0;300.0;
Apartamento;Leme;2;0;0;75;2300.0;878.0;
Flat;Copacabana;1;1;0;43;1887.0;2117.0;495.0
Apartamento;Del Castilho;2;1;1;53;1300.0;430.0;28.0
Casa de Vila;Cascadura;3;0;0;90;1200.0;;
Casa;Cordovil;1;0;0;65;650.0;;
Apartamento;Flamengo;2;0;1;65;2500.0;700.0;35.0
Apartamento;Quintino Bocaiúva;2;0;0;90;1200.0;;
Apartamento;Leblon;2;2;1;100;6700.0;1211.0;320.0
Apartamento;Recreio dos Bandeirantes;3;3;1;90;1600.0;650.0;171.0
Conjunto Comercial/Sala;Botafogo;0;1;0;50;2000.0;1394.0;264.0
Apartamento;Barra da Tijuca;1;1;0;54;1700.0;1710.0;290.0
Apartamento;Copacabana;3;1;0;100;2900.0;1200.0;
Apartamento;Bangu;2;0;0;60;800.0;;
Apartamento;Leblon;2;1;0;100;3500.0;1390.0;390.0
Apartamento;Botafogo;2;0;0;70;2300.0;740.0;440.0
Apartamento;Abolição;2;1;0;44;900.0;560.0;15.0
Flat;Leblon;1;1;1;60;5500.0;1900.0;200.0
Apartamento;Barra da Tijuca;2;1;1;95;2600.0;1420.0;199.0
Apartamento;Barra da Tijuca;1;1;0;71;1950.0;970.0;240.0
Apartamento;Botafogo;2;1;1;94;5600.0;1086.0;
Apartamento;Península;2;1;1;90;3200.0;1200.0;1500.0
Loja/Salão;Campo Grande;0;0;60;60;2100.0;100.0;
Apartamento;Tijuca;2;1;1;82;2600.0;851.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1100.0;320.0;14.0
Apartamento;Barra da Tijuca;3;1;1;75;1600.0;956.0;1000.0
Apartamento;Lagoa;2;1;1;92;3800.0;1100.0;323.0
Loja/Salão;Recreio dos Bandeirantes;0;1;0;94;6000.0;1765.0;713.0
Apartamento;Pechincha;2;1;0;66;1100.0;532.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;84;1600.0;690.0;171.0
Apartamento;Usina;1;0;0;65;1300.0;390.0;26.0
Apartamento;Cascadura;3;2;0;70;1100.0;340.0;10.0
Apartamento;Vidigal;2;1;0;85;1300.0;680.0;25.0
Conjunto Comercial/Sala;Centro;0;0;0;42;600.0;563.0;840.0
Loja/Salão;Campo Grande;0;0;0;50;900.0;;
Loja/Salão;Recreio dos Bandeirantes;0;1;0;86;4000.0;850.0;
Apartamento;Lagoa;3;0;1;72;2800.0;950.0;
Apartamento;Ipanema;2;1;1;86;5500.0;1500.0;
Casa;Pavuna;2;0;0;70;900.0;;
Apartamento;Praça Seca;3;0;0;80;1000.0;180.0;13.0
Apartamento;Laranjeiras;2;1;1;86;3300.0;1865.0;
Quitinete;Ipanema;1;0;1;40;1500.0;600.0;
Flat;Leblon;2;1;0;78;6100.0;2200.0;163.0
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;
Apartamento;Jacarepaguá;2;1;0;58;1100.0;450.0;
Apartamento;Recreio dos Bandeirantes;2;2;1;76;1990.0;920.0;44.0
Apartamento;Recreio dos Bandeirantes;3;0;1;96;2500.0;1.0;
Conjunto Comercial/Sala;Botafogo;0;0;0;40;1850.0;550.0;215.0
Apartamento;Catete;1;0;0;40;1500.0;525.0;
Casa;Campo Grande;2;1;0;60;800.0;;
Apartamento;Botafogo;3;1;1;98;3300.0;820.0;100.0
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2000.0;990.0;131.0
Apartamento;Barra da Tijuca;3;2;1;76;2500.0;720.0;62.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2400.0;500.0;900.0
Apartamento;Leblon;2;1;0;90;4200.0;1070.0;160.0
Apartamento;Leme;2;1;1;80;4000.0;1125.0;182.0
Apartamento;Copacabana;1;0;0;40;2700.0;;
Apartamento;Cidade Nova;2;0;0;60;1300.0;402.0;32.0
Apartamento;Tijuca;2;0;0;70;1800.0;380.0;18.0
Flat;Ipanema;1;0;0;46;6000.0;;
Apartamento;Ipanema;2;1;1;86;10000.0;;
Flat;Jacarepaguá;1;1;0;40;1200.0;800.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;50;2000.0;1000.0;2600.0
Apartamento;Jardim Botânico;2;1;0;73;3100.0;950.0;150.0
Flat;Barra da Tijuca;1;1;1;65;2300.0;1562.0;306.0
Apartamento;Barra da Tijuca;2;1;1;80;2900.0;1200.0;
Apartamento;Copacabana;3;1;0;100;3500.0;1039.0;178.0
Apartamento;Méier;2;1;0;84;1200.0;136.0;
Apartamento;Barra da Tijuca;2;1;1;75;2450.0;980.0;119.0
Apartamento;Catete;1;0;1;44;1600.0;580.0;28.0
Apartamento;Bonsucesso;2;0;0;60;1000.0;470.0;
Flat;Copacabana;1;0;0;56;1500.0;1928.0;211.0
Conjunto Comercial/Sala;Gávea;0;1;0;40;3500.0;1000.0;360.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;2500.0;1200.0;150.0
Apartamento;Jardim Botânico;2;1;1;85;2500.0;1500.0;103.0
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;
Apartamento;Todos os Santos;2;0;0;65;1400.0;423.0;135.0
Apartamento;Cosme Velho;2;0;0;75;2000.0;470.0;80.0
Apartamento;Recreio dos Bandeirantes;3;1;1;89;3000.0;600.0;
Conjunto Comercial/Sala;Cachambi;0;3;0;86;2800.0;1700.0;
Apartamento;Barra da Tijuca;2;1;1;93;2900.0;1040.0;279.0
Apartamento;Méier;2;1;0;68;890.0;300.0;
Apartamento;Humaitá;3;1;1;100;3500.0;1500.0;200.0
Apartamento;Tijuca;3;1;0;89;2500.0;600.0;59.0
Apartamento;Recreio dos Bandeirantes;2;2;1;78;1600.0;580.0;142.0
Apartamento;Laranjeiras;3;1;0;99;2500.0;954.0;144.0
Apartamento;Maracanã;2;1;1;90;2500.0;938.0;178.0
Apartamento;Barra da Tijuca;2;2;1;97;3800.0;1500.0;3000.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1600.0;570.0;120.0
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1265.0;171.0
Apartamento;Leblon;1;1;0;55;3700.0;728.0;126.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;900.0;350.0;15.0
Conjunto Comercial/Sala;Centro;0;0;0;59;2000.0;927.0;300.0
Casa de Condomínio;Guaratiba;2;1;0;50;850.0;;
Apartamento;Maracanã;1;0;0;70;1700.0;160.0;73.0
Apartamento;São Conrado;1;1;1;82;3600.0;700.0;305.0
Apartamento;Barra da Tijuca;2;1;1;90;1800.0;1748.0;
Apartamento;Botafogo;2;1;2;79;3500.0;1482.0;
Apartamento;Praça da Bandeira;2;1;0;86;2480.0;600.0;
Flat;Barra da Tijuca;2;1;2;64;2400.0;1300.0;120.0
Loja/Salão;Barra da Tijuca;0;1;0;42;1800.0;596.0;231.0
Flat;Leblon;1;1;1;60;5000.0;2229.0;250.0
Apartamento;Flamengo;3;1;0;100;3500.0;785.0;
Casa de Condomínio;Vargem Grande;2;1;0;61;1300.0;585.0;
Apartamento;Laranjeiras;3;1;1;95;4000.0;1300.0;
Apartamento;Madureira;2;2;0;90;1300.0;541.0;
Apartamento;Barra da Tijuca;2;1;1;75;3500.0;1260.0;190.0
Apartamento;Copacabana;2;2;1;80;2800.0;770.0;30.0
Apartamento;Barra da Tijuca;1;1;1;50;1200.0;700.0;
Apartamento;Ipanema;2;1;2;90;5500.0;950.0;181.0
Apartamento;Copacabana;2;0;1;100;2800.0;950.0;200.0
Apartamento;Marechal Hermes;2;0;0;66;1200.0;100.0;
Apartamento;Penha;2;1;1;58;1200.0;450.0;
Apartamento;Copacabana;1;1;0;60;2000.0;650.0;98.0
Casa de Vila;Tijuca;3;0;0;87;2600.0;;
Apartamento;Grajaú;2;0;0;75;1200.0;460.0;
Casa;Campo Grande;2;0;0;55;1000.0;;
Apartamento;Barra da Tijuca;2;1;1;76;1700.0;900.0;
Quitinete;Copacabana;1;1;0;50;2299.0;614.0;78.0
Apartamento;Humaitá;3;1;0;76;3000.0;801.0;
Conjunto Comercial/Sala;Vila Isabel;0;0;0;70;2990.0;;196.0
Apartamento;Leblon;2;1;1;74;3500.0;823.0;202.0
Apartamento;Copacabana;2;1;0;76;2500.0;760.0;163.0
Apartamento;Ipanema;3;1;0;100;3900.0;1500.0;238.0
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;50;1600.0;1050.0;3500.0
Apartamento;Leblon;2;1;1;100;4500.0;1100.0;347.0
Apartamento;Urca;2;0;0;90;3000.0;630.0;390.0
Apartamento;Lagoa;2;0;0;68;2100.0;780.0;
Apartamento;Jacarepaguá;2;1;1;67;2000.0;600.0;90.0
Conjunto Comercial/Sala;Taquara;0;1;0;40;1100.0;;
Apartamento;Taquara;3;0;0;90;2000.0;;14.0
Casa;Parque Anchieta;2;1;0;70;1250.0;;
Apartamento;Lagoa;1;1;1;51;2200.0;1790.0;369.0
Conjunto Comercial/Sala;Centro;0;0;0;80;100.0;;
Apartamento;Centro;3;0;1;80;1450.0;800.0;65.0
Flat;Ipanema;1;1;0;56;2600.0;2287.0;305.0
Apartamento;Leblon;3;0;2;95;6000.0;506.0;
Apartamento;Botafogo;2;1;1;87;4800.0;1500.0;
Apartamento;Todos os Santos;2;1;0;50;1300.0;420.0;36.0
Apartamento;Copacabana;1;0;0;45;1700.0;560.0;30.0
Apartamento;Gávea;4;1;1;98;5500.0;1258.0;
Apartamento;Barra da Tijuca;3;1;1;75;2700.0;750.0;81.0
Apartamento;Taquara;2;0;0;85;1300.0;;35.0
Apartamento;Botafogo;2;1;1;70;2900.0;780.0;171.0
Loja/Salão;Barra da Tijuca;0;1;0;68;3730.0;1735.0;961.0
Apartamento;Copacabana;1;0;0;52;1900.0;600.0;24.0
Conjunto Comercial/Sala;Centro;0;0;0;42;900.0;1190.0;243.0
Casa de Vila;Quintino Bocaiúva;1;0;0;40;550.0;;
Quitinete;Copacabana;1;0;0;40;2000.0;500.0;53.0
Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1775.0;139.0
Apartamento;Botafogo;2;1;0;80;2000.0;1305.0;1500.0
Flat;Barra da Tijuca;1;1;0;55;2100.0;1000.0;280.0
Flat;Leblon;2;1;1;93;5000.0;1500.0;300.0
Apartamento;Barra da Tijuca;2;1;1;75;2500.0;600.0;187.0
Apartamento;Copacabana;1;1;0;55;2200.0;1680.0;80.0
Apartamento;Todos os Santos;2;0;0;60;900.0;253.0;17.0
Apartamento;Leblon;2;0;0;53;2800.0;780.0;189.0
Apartamento;Praça da Bandeira;2;0;1;70;1650.0;20.0;
Conjunto Comercial/Sala;Centro;0;0;0;59;1500.0;864.0;199.0
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2000.0;600.0;120.0
Apartamento;Copacabana;2;1;0;70;3000.0;761.0;86.0
Apartamento;Recreio dos Bandeirantes;2;1;1;98;1300.0;800.0;188.0
Apartamento;Laranjeiras;3;0;0;90;2600.0;730.0;
Apartamento;Botafogo;3;1;2;82;4400.0;1100.0;240.0
Apartamento;Copacabana;3;1;0;91;2900.0;1130.0;214.0
Loja/Salão;Cascadura;0;0;0;96;1400.0;;
Apartamento;Barra da Tijuca;2;1;0;66;2500.0;1550.0;390.0
Conjunto Comercial/Sala;Ipanema;0;0;0;40;2200.0;600.0;2864.0
Apartamento;Ipanema;2;2;2;83;5000.0;2000.0;300.0
Apartamento;Botafogo;2;0;0;90;2200.0;510.0;90.0
Apartamento;Barra da Tijuca;3;2;1;100;3400.0;1437.0;187.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;90;2500.0;1970.0;623.0
Apartamento;Laranjeiras;3;1;0;85;2900.0;;
Apartamento;Irajá;2;1;0;60;1200.0;;
Conjunto Comercial/Sala;Ipanema;0;1;0;64;3000.0;2700.0;630.0
Apartamento;Flamengo;2;1;0;73;2600.0;1014.0;137.0
Apartamento;Copacabana;2;2;2;75;4000.0;2000.0;200.0
Apartamento;São Francisco Xavier;2;1;1;100;1200.0;900.0;120.0
Flat;Lagoa;1;1;1;65;3000.0;1549.0;
Apartamento;Centro;1;0;0;45;1000.0;350.0;23.0
Apartamento;Barra da Tijuca;1;1;0;50;3300.0;1600.0;300.0
Apartamento;Campo Grande;2;1;1;70;1000.0;400.0;
Apartamento;Tijuca;2;1;1;74;1200.0;500.0;
Apartamento;Tijuca;3;0;0;75;1600.0;680.0;92.0
Flat;Ipanema;2;1;1;78;12000.0;4264.0;6408.0
Apartamento;Laranjeiras;2;1;1;70;1500.0;724.0;55.0
Casa;Campo Grande;2;0;0;60;950.0;;
Apartamento;Ipanema;1;0;0;42;3500.0;;
Apartamento;Leme;2;2;1;79;3200.0;840.0;
Conjunto Comercial/Sala;Centro;0;0;0;66;800.0;1200.0;297.0
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;60;2700.0;1243.0;245.0
Apartamento;Barra da Tijuca;1;2;0;72;3100.0;1400.0;100.0
Apartamento;Tijuca;2;1;1;100;2600.0;650.0;
Apartamento;Campo Grande;2;1;0;57;800.0;110.0;
Apartamento;Pechincha;2;2;0;51;1200.0;557.0;14.0
Apartamento;Tijuca;2;0;0;82;1600.0;370.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;62;2500.0;1260.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1600.0;450.0;
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1400.0;200.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1400.0;600.0;76.0
Apartamento;Tijuca;1;1;0;60;1050.0;695.0;20.0
Apartamento;São Conrado;2;1;1;88;2100.0;1200.0;
Apartamento;Ipanema;2;1;2;65;4000.0;4000.0;433.0
Apartamento;Rocha;2;0;0;72;1000.0;200.0;13.0
Loja/Salão;Madureira;0;0;0;60;6000.0;1250.0;
Apartamento;Jacarepaguá;3;1;1;63;1400.0;720.0;51.0
Apartamento;Recreio dos Bandeirantes;3;2;1;93;1800.0;294.0;
Conjunto Comercial/Sala;Centro;0;0;0;100;2000.0;1875.0;434.0
Apartamento;Tijuca;2;0;0;75;1200.0;882.0;70.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;59;2000.0;1348.0;403.0
Loja/Salão;Inhoaíba;0;0;0;44;700.0;;
Apartamento;Copacabana;2;0;0;75;2800.0;1000.0;150.0
Apartamento;Campo Grande;2;1;0;74;800.0;600.0;
Apartamento;Cosmos;2;1;0;40;450.0;220.0;
Apartamento;Jacarepaguá;2;1;0;55;1400.0;480.0;12.0
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1400.0;1010.0;140.0
Apartamento;Tijuca;3;1;1;90;1900.0;1100.0;84.0
Casa;Vila da Penha;2;0;0;50;700.0;;
Apartamento;Campo Grande;4;1;1;90;2500.0;490.0;
Apartamento;Copacabana;2;0;0;73;2700.0;1115.0;
Apartamento;Barra da Tijuca;2;1;2;82;2000.0;800.0;
Apartamento;Barra da Tijuca;2;2;1;80;3000.0;1380.0;300.0
Conjunto Comercial/Sala;Méier;0;0;0;60;850.0;270.0;
Apartamento;Ipanema;2;1;0;75;3000.0;815.0;85.0
Apartamento;Tijuca;2;1;1;82;2300.0;1100.0;
Apartamento;Lagoa;2;1;0;56;3500.0;1500.0;278.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1500.0;680.0;82.0
Apartamento;Copacabana;2;1;0;87;3000.0;1000.0;181.0
Casa de Vila;Engenho de Dentro;2;1;0;60;1500.0;50.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1800.0;1373.0;328.0
Apartamento;Encantado;2;1;0;70;1100.0;;
Apartamento;Tijuca;2;1;1;89;2000.0;605.0;22.0
Apartamento;Campo Grande;2;0;0;50;850.0;;
Apartamento;São Francisco Xavier;2;1;1;55;1300.0;500.0;135.0
Apartamento;Barra da Tijuca;1;1;1;52;1700.0;2640.0;555.0
Apartamento;Recreio dos Bandeirantes;3;2;2;89;2500.0;950.0;
Apartamento;Glória;1;0;0;46;1200.0;447.0;
Apartamento;Rio Comprido;3;1;1;89;1600.0;741.0;38.0
Apartamento;Tijuca;2;0;0;61;1500.0;481.0;
Apartamento;Copacabana;2;0;1;55;3100.0;650.0;80.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;74;3200.0;550.0;350.0
Loja/Salão;Centro;0;0;0;45;3500.0;2201.0;370.0
Loja/Salão;Barra da Tijuca;0;1;0;92;6000.0;2300.0;5083.0
Apartamento;Pechincha;1;1;0;63;1250.0;560.0;
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1171.0;195.0
Conjunto Comercial/Sala;Centro;0;0;0;95;4500.0;2080.0;626.0
Apartamento;Barra da Tijuca;2;1;1;74;1900.0;1190.0;215.0
Apartamento;Lagoa;2;0;0;50;2800.0;550.0;110.0
Apartamento;Campo Grande;2;0;0;48;500.0;290.0;
Apartamento;Cachambi;2;1;0;68;900.0;600.0;
Apartamento;Tijuca;3;0;0;90;1200.0;828.0;
Conjunto Comercial/Sala;Centro;0;0;0;42;800.0;695.0;
Casa de Vila;Tijuca;2;0;0;95;2000.0;;100.0
Apartamento;Leme;1;0;0;80;3000.0;600.0;
Apartamento;Flamengo;1;0;0;42;1450.0;550.0;54.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;50;1700.0;589.0;1561.0
Apartamento;Leblon;2;0;0;60;2200.0;546.0;108.0
Apartamento;Copacabana;1;0;0;55;2700.0;;
Apartamento;Madureira;1;1;0;50;650.0;450.0;
Apartamento;Ipanema;2;1;0;70;4000.0;950.0;2000.0
Loja/Salão;Barra da Tijuca;0;1;0;99;8000.0;1360.0;
Apartamento;Vila Isabel;2;1;0;75;2000.0;500.0;108.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;40;1050.0;115.0;154.0
Apartamento;Leme;1;0;1;70;4500.0;1180.0;700.0
Apartamento;Coelho Neto;2;0;0;48;700.0;80.0;
Apartamento;Jacarepaguá;2;1;0;50;950.0;305.0;
Apartamento;Ipanema;2;1;0;76;3600.0;528.0;
Apartamento;Taquara;2;1;0;52;1000.0;508.0;14.0
Apartamento;Barra da Tijuca;2;1;1;83;3000.0;1687.0;193.0
Apartamento;Campo Grande;2;1;1;80;1300.0;200.0;70.0
Conjunto Comercial/Sala;Centro;0;0;0;100;4000.0;3500.0;477.0
Apartamento;Jacarepaguá;2;1;1;80;2100.0;1350.0;80.0
Casa;Campo Grande;2;2;1;80;1700.0;;2.0
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;153.0
Apartamento;Barra da Tijuca;3;1;1;92;2300.0;600.0;152.0
Apartamento;Engenho Novo;2;0;0;59;800.0;360.0;15.0
Apartamento;Leblon;1;1;1;88;5500.0;1500.0;362.0
Apartamento;Cachambi;2;1;0;55;1200.0;185.0;
Apartamento;Gávea;1;1;1;50;2300.0;820.0;150.0
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;;
Loja/Salão;Vila Isabel;0;0;0;90;4500.0;;
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0
Apartamento;Icaraí;1;0;0;40;1200.0;485.0;107.0
Apartamento;Jacarepaguá;2;1;1;77;2000.0;700.0;77.0
Conjunto Comercial/Sala;Pechincha;0;0;0;50;1800.0;750.0;
Apartamento;Tijuca;3;0;0;96;2500.0;714.0;900.0
Apartamento;Bonsucesso;1;0;0;62;800.0;270.0;
Casa de Vila;Realengo;1;0;0;70;750.0;;
Apartamento;Recreio dos Bandeirantes;2;2;1;65;1500.0;830.0;150.0
Loja/Salão;Barra da Tijuca;0;1;0;54;1600.0;980.0;
Apartamento;Vila Isabel;1;0;1;45;1100.0;500.0;24.0
Apartamento;Madureira;2;1;0;75;800.0;315.0;70.0
Casa de Condomínio;Taquara;2;0;2;90;1800.0;200.0;357.0
Apartamento;Riachuelo;1;0;0;53;1000.0;217.0;
Apartamento;Engenho Novo;1;1;0;40;1150.0;310.0;
Casa;Barra da Tijuca;2;2;1;74;2500.0;770.0;
Apartamento;Barra da Tijuca;1;1;0;50;6300.0;;
Apartamento;Campo Grande;2;0;0;55;500.0;60.0;
Apartamento;Jardim Botânico;3;1;0;90;2300.0;1063.0;218.0
Apartamento;Lagoa;2;1;1;81;4200.0;690.0;330.0
Apartamento;Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0
Apartamento;Lagoa;2;2;1;75;5700.0;2600.0;
Apartamento;Botafogo;2;1;0;71;2700.0;700.0;76.0
Apartamento;Barra da Tijuca;2;1;1;68;2000.0;880.0;
Apartamento;Recreio dos Bandeirantes;2;1;2;64;1400.0;1062.0;
Apartamento;Vargem Pequena;3;2;1;79;1600.0;500.0;
Apartamento;Cachambi;2;1;0;68;1000.0;600.0;
Conjunto Comercial/Sala;Centro;0;0;0;56;900.0;1000.0;87.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;67;3500.0;1600.0;
Apartamento;Rocha;2;0;0;65;1100.0;490.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;3;0;58;4500.0;500.0;890.0
Apartamento;Ipanema;3;1;1;98;5800.0;1750.0;145.0
Apartamento;Andaraí;2;1;0;82;1900.0;721.0;103.0
Apartamento;Vila da Penha;1;1;0;48;1200.0;150.0;
Conjunto Comercial/Sala;Ipanema;0;0;0;70;5000.0;2000.0;462.0
Apartamento;Gávea;2;0;0;70;3800.0;988.0;138.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;57;1900.0;850.0;
Apartamento;Barra da Tijuca;2;1;2;80;2300.0;980.0;174.0
Apartamento;Méier;2;1;1;97;1200.0;350.0;77.0
Apartamento;Vila da Penha;3;1;1;65;1000.0;720.0;
Apartamento;Tijuca;1;0;0;52;1300.0;558.0;49.0
Apartamento;Irajá;2;1;0;54;1100.0;450.0;60.0
Apartamento;Engenho da Rainha;2;0;0;40;785.0;65.0;
Apartamento;Maracanã;2;1;1;85;2800.0;740.0;141.0
Loja/Salão;Taquara;0;1;0;81;5200.0;;
Apartamento;Lagoa;1;1;0;90;5500.0;2163.0;453.0
Apartamento;Barra da Tijuca;3;1;1;80;3000.0;1360.0;
Apartamento;Botafogo;1;1;1;60;2000.0;550.0;120.0
Apartamento;Leblon;2;1;1;95;4500.0;1900.0;440.0
Apartamento;Tijuca;2;1;0;81;2000.0;950.0;
Apartamento;Copacabana;2;0;0;47;1900.0;665.0;78.0
Apartamento;Campo Grande;3;1;0;45;1100.0;280.0;
Apartamento;Flamengo;3;1;1;85;3650.0;1203.0;140.0
Apartamento;Botafogo;2;0;0;70;1900.0;600.0;20.0
Apartamento;Copacabana;1;0;0;45;1800.0;700.0;25.0
Apartamento;Leblon;3;0;0;90;3500.0;950.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;160.0
Apartamento;Barra da Tijuca;2;1;0;88;3300.0;650.0;199.0
Conjunto Comercial/Sala;Centro;0;0;0;52;980.0;1177.0;
Flat;Ipanema;2;1;1;90;7500.0;2500.0;400.0
Apartamento;Campo Grande;2;0;0;50;550.0;330.0;
Apartamento;Copacabana;2;0;0;65;2600.0;700.0;115.0
Apartamento;Vila Isabel;2;0;0;60;1300.0;420.0;20.0
Apartamento;Jacarepaguá;3;1;1;92;3300.0;1250.0;100.0
Apartamento;Leblon;2;1;1;100;5000.0;1700.0;350.0
Apartamento;Méier;1;1;0;47;1200.0;623.0;363.0
Apartamento;Ramos;2;0;0;76;1200.0;;
Apartamento;Todos os Santos;3;1;0;70;1300.0;280.0;
Flat;Ipanema;2;1;2;55;9000.0;3826.0;960.0
Apartamento;Barra da Tijuca;1;1;0;60;2300.0;1380.0;
Apartamento;Vila Isabel;2;1;0;60;1500.0;250.0;46.0
Loja/Salão;Barra da Tijuca;0;0;0;82;2000.0;1100.0;1500.0
Apartamento;Copacabana;2;1;2;80;6000.0;3562.0;313.0
Apartamento;Engenho Novo;3;1;0;90;1200.0;580.0;20.0
Conjunto Comercial/Sala;Centro;0;0;0;55;1000.0;1200.0;293.0
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2300.0;400.0;250.0
Apartamento;Botafogo;2;1;1;84;3500.0;1000.0;140.0
Apartamento;Ipanema;1;0;1;52;2300.0;800.0;28.0
Apartamento;Copacabana;2;0;0;70;2700.0;560.0;
Apartamento;Copacabana;2;0;0;60;2300.0;700.0;
Flat;Ipanema;2;1;2;100;12000.0;4000.0;600.0
Apartamento;Anil;2;1;0;47;900.0;400.0;36.0
Casa;Rocha;2;0;0;50;800.0;;
Apartamento;Botafogo;3;2;1;99;4500.0;1300.0;250.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;755.0;135.0
Apartamento;Curicica;2;1;1;62;1800.0;600.0;63.0
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2200.0;700.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;100;10009.0;;
Apartamento;Praça Seca;1;1;0;40;1000.0;270.0;
Casa;Campo Grande;3;0;0;70;950.0;;45.0
Loja/Salão;Pilares;0;1;0;46;2000.0;;223.0
Flat;Leblon;2;1;1;76;7500.0;2703.0;466.0
